SN2017fzw_racs.fits Mean Flux: 0.414 mJy/beam
SN2017fzw_racs.fits Median Flux: 0.060 mJy/beam
SN2017fzw_racs.fits Max Flux: 18.425 mJy/beam
SN2017fzw_racs.fits Min Flux: -1.662 mJy/beam
SN2017fzw_racs.fits SNR: 10.730
SN2017fzw_racs.fits Observation Date: 2020-10-17T06:37:49
SN2019eez_racs.fits Mean Flux: 7.453 mJy/beam
SN2019eez_racs.fits Median Flux: 2.428 mJy/beam
SN2019eez_racs.fits Max Flux: 44.918 mJy/beam
SN2019eez_racs.fits Min Flux: -1.220 mJy/beam
SN2019eez_racs.fits SNR: 4.522
SN2019eez_racs.fits Observation Date: 2020-10-17T06:37:49
SN2018lab_racs.fits Mean Flux: 6.425 mJy/beam
SN2018lab_racs.fits Median Flux: 1.481 mJy/beam
SN2018lab_racs.fits Max Flux: 44.918 mJy/beam
SN2018lab_racs.fits Min Flux: -2.016 mJy/beam
SN2018lab_racs.fits SNR: 4.728
SN2018lab_racs.fits Observation Date: 2020-10-17T06:37:49
SN2013ai_racs.fits Mean Flux: 6.669 mJy/beam
SN2013ai_racs.fits Median Flux: 1.492 mJy/beam
SN2013ai_racs.fits Max Flux: 44.918 mJy/beam
SN2013ai_racs.fits Min Flux: -1.286 mJy/beam
SN2013ai_racs.fits SNR: 4.630
SN2013ai_racs.fits Observation Date: 2020-10-17T06:37:49
SN2010jp_racs.fits Mean Flux: 1.399 mJy/beam
SN2010jp_racs.fits Median Flux: 0.135 mJy/beam
SN2010jp_racs.fits Max Flux: 31.701 mJy/beam
SN2010jp_racs.fits Min Flux: -2.016 mJy/beam
SN2010jp_racs.fits SNR: 7.180
SN2010jp_racs.fits Observation Date: 2020-10-17T06:37:49
SN2003H_racs.fits Mean Flux: 6.847 mJy/beam
SN2003H_racs.fits Median Flux: 1.767 mJy/beam
SN2003H_racs.fits Max Flux: 44.918 mJy/beam
SN2003H_racs.fits Min Flux: -2.016 mJy/beam
SN2003H_racs.fits SNR: 4.668
SN2003H_racs.fits Observation Date: 2020-10-17T06:37:49
SN1999ec_racs.fits Mean Flux: 5.406 mJy/beam
SN1999ec_racs.fits Median Flux: 1.054 mJy/beam
SN1999ec_racs.fits Max Flux: 43.851 mJy/beam
SN1999ec_racs.fits Min Flux: -1.689 mJy/beam
